mark,title,price,price_adjusted,link,addr,社區,車位費,管理費,poster,養寵物,提供設備,格局,坪數,樓層,型態,id,fetched,desc,連絡電話,性別要求,城市,屋主自行刊登
,捷運5分鐘!電梯雅房所用費用全包-限女,8500,8500,https://rent.591.com.tw/rent-detail-12462138.html,內湖區內湖路一段,,,,仲介: 徐小姐 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 桌椅",雅房,7坪,2F/7F,電梯大樓,12462138,2022-04-25,"*近西湖捷運站步行只須5分鐘!*西湖商圈地段生活機能超好:內湖路一段內科旁,西湖捷運站.西湖巿場.商圈.美食街.銀行.超商.麥當勞.......*電梯大樓有保全代收包裹掛號及出入有磁卡讓您安全無慮!7坪雅房安靜面社區大樓中庭花園雙面採光好.通風.屋況好**** 包所有各項費用,只付租金就好! ****
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近西湖捷運站。",0919-143-922,限女生,Taipei,no
,近101商圈❀鬧中取靜❀高樓景觀佳,60000,64500,https://rent.591.com.tw/rent-detail-12477874.html,信義區松智路39巷,優質社區,費用另計,"2,000元/月",仲介: 專案人員 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 2陽台, 電梯, 平面車位",2房2廳2衛,49.02坪,11F/12F,電梯大樓,12477874,2022-04-25,"LINE 電話:  請輸入 0910001127Wechat微信ID:  請輸入a0910001119柏林不動產(公司) ，歡迎預約看屋。1033650(-1)柏林不動產(公司)是合法的不動產仲介經紀商業公會會員，並依中央主管機關規定繳存營業保證金。真誠且有效率的服務口碑，是您可信賴的租屋團隊。柏林不動產(公司)擁有數位資深的專業租屋經紀人及通英日語之租屋營業員，租後服務部英日文皆可翻譯。多年的專業租賃經驗，日外商公司及國內企業團體所指定租賃仲介團隊之一。We serve foreign expatriates and representatives that are stationed in Taipei for property-renting.English service contact number: 0968131240住宅のお探しはカシワ不動産にお任せください。すべて日本語で対応させていただきます。日本語ダイヤル：0968131240柏林不動產(公司)提供帶看屋況、條件協商、簽定租約、遷入交屋、租後服務、遷出交屋等全程租賃服務。珍惜所託、誠心服務！！更能讓您租前輕鬆，租後安心！！看屋小叮嚀：A.簽約成交時，會收取仲介費。B.本廣告之租賃條件及照片內容可能會異動，請於參觀時確認，並以簽約時之合意條件為準柏林不動產仲介經紀有限公司  /  不動產經紀人: 黃宗裕   /  證書字號:  99年北縣字第002041號
附近有便利商店、百貨公司、公園綠地、學校、醫療機構。",0910-001-127,男女皆可,Taipei,no
x,中信南軟捷運旁明亮裝潢兩房車位可報稅,38000,40500,https://rent.591.com.tw/rent-detail-12437954.html,南港區園區街,優質社區,費用另計,,仲介: 江先生 (收服務費),No,"冷氣, 熱水器, 衣櫃, 天然瓦斯, 桌椅, 1陽台, 電梯, 機械車位",2房2廳1衛,25坪,3F/14F,電梯大樓,12437954,2022-04-25,"格局方正採光明亮，近捷運高速公路交通便利採用飯店式管理服務，並提供多樣化的休憩公設包括接待大廳、中庭花園、警衛室、交誼廳、會議室、閱覽室、視聽室、游泳池、健身房等等即可入住歡迎來電洽詢看屋!!
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近南港軟體園區捷運站。",0911-805-656,男女皆可,Taipei,no
,大直河景溫馨三房車,46000,46000,https://rent.591.com.tw/rent-detail-12413078.html,中山區敬業三路162巷,大直基河國宅,,,仲介: 傅先生 (收服務費),Yes,"冷氣, 熱水器, 天然瓦斯, 2陽台, 電梯, 平面車位",3房2廳2衛,23.5坪,9F/12F,電梯大樓,12413078,2022-04-25,"(廣告刊登面積為室內坪數，本戶權狀面積等詳細資料請洽承辦)全室重新整理，誠徵愛惜房屋之好房客河景第一排，公園第一排，景觀好採光佳租金已含車位(賞屋時請攜帶名片或工作證明，穩定優質房客租金可議)意者請直接來電洽詢，請勿留言，以免因漏看留言或網路問題錯失機會
附近有便利商店、百貨公司、公園綠地。",0920-095-888,男女皆可,Taipei,no
,信義計畫區近捷運高樓景觀裝潢大兩房,62000,64500,https://rent.591.com.tw/rent-detail-12484112.html,信義區松智路39巷,世貿新城,費用另計,,仲介: 江先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 2陽台, 電梯, 平面車位",2房2廳2衛,49坪,11F/12F,電梯大樓,12484112,2022-04-25,"交通便利近捷運快速道路信義計畫區生活機能便利室內空間大家具家電齊全歡迎來電洽詢預約看屋!!
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近世貿捷運站。",0911-805-656,男女皆可,Taipei,no
,幸福久久窩＊近劍潭站CP值爆表木質套房,9500,9500,https://rent.591.com.tw/rent-detail-12469845.html,士林區承德路四段3巷,,,無,仲介: 卓先生,No,"洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,6坪,4F/5F,公寓,12469845,2022-04-25,"幸 福 久 久 窩  + 995 Home Rental House +給 您 人 生 最 幸 福 的 租 屋 體 驗房間設備 傢俱－衣櫃、雙人床、書桌、椅子家電－電視、冷氣、熱水器(天然氣)、洗衣機（共用）交通環境交通－劍潭捷運站便利－ 50嵐、士林夜市環境－劍潭公園專屬服務【安全. 舒適.貼心. 驚喜的幸福久久窩租屋服務】24小時保全/ 法律顧問/ 駐點維修/ APP智慧服務/ 驚喜活動回饋完整客服團隊，5種客服管道 X 48小時回覆預約看屋  若騎車或帶看中漏接來電，亦歡迎Line/簡訊聯繫久久窩租屋詢問度高且成交快速，敬請來電預約免費帶看及諮詢服務，預約時間 AM9:30 ~ PM 8:30 周末ok富裕傳承管理顧問股份有限公司∥不動產經紀人陳惠晴（104)桃市經字第001193號提供房東出租管理安心服務，歡迎來電詢問卓先生 Josh 0924081848 LineID:0924081848重點備註:*近劍潭捷運站（走路約8分鐘）*近士林夜市（走路約10分鐘）*有共用洗衣機％歡迎加Line先看影片％
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近劍潭站捷運站。",0924-081-848,男女皆可,Taipei,no
,國父紀念館站~大空間高樓層美3房,73000,76450,https://rent.591.com.tw/rent-detail-12445631.html,信義區逸仙路26巷,依社區名稱,,"3,450元/月",仲介: 張先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 電梯",3房2廳2衛,37.95坪,9F/12F,電梯大樓,12445631,2022-04-25,"****************************************************************************************************************************************************************************************松信不動產我們專以介紹派駐在台灣的日、歐、美、外商及本國專業人士租賃服務☆We serve foreign expatriates and representatives that are stationed in Taipei forproperty-renting海外、日本からの駐在員様を大歓迎！松信不動産はプロのサービスをご提供致します。****************************************************************************************************************************************************************************************請勿591 APP留言,會收不到請直接電話聯絡0980102269或加LINE ID: ryan19820711    謝謝!!現況:住家房法定用途:見使用執照台北でのお部屋探しは松信不動產にお任せください！MRT駅に近い、内装が綺麗な物件はいろいろあります。日本語も英語も対応できますのでお気軽にご連絡ください。お問い合わせ電話番号：0980-102-269張先生*********仲介手数料をいただくことをご了承ください。**********~松信不動產首創與外商、企業配合的租賃團隊~★擁有企服部:公司豐富的客源英日文皆可翻譯★最安全:為您實地了解房子狀況★最貼心:為你尋找最理想的住家★找了許久卻找不到合意心儀的房子嗎？任何您的問題，就是我的問題***********小叮嚀：帶看辛苦~成交後均會收取服務費***********松信不動產~提供最真誠的服務租屋有保證請找松信不動產張耿碩 0980-102-269~讓最專業最有熱誠的經理人替您服務歡迎賞屋!!歡迎賞屋!!只要有喜歡都可以談談看喔!!☆☆☆☆☆看屋請提前電話預約☆☆☆☆☆☆☆☆☆☆再不租就要等兩年喔☆☆☆☆☆Sung-Hsin Real Estate has established for many years. The rentalservice of our company acts as a leader in the field of Taiwan. We Provides:-ProfessionalRental Services in apartments, offices, and stores-Nearby MRTStations with beautiful, new, remodel and Hotel service apartments-Stores andoffices are around busy streets-We cancommunicate with fluent English, so feel free to contact us right away!E-mail:ryan19820711@yahoo.com.twLINE ID: ryan19820711Phone number:0980-102269********* Reminder:Broker fee will be charged *********
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。
本房屋近國父紀念館捷運站。",0980-102-269,男女皆可,Taipei,no
,可短租藍線捷運市政府永春6分鐘機能好,8500,8500,https://rent.591.com.tw/rent-detail-12455004.html,信義區永吉路180巷66弄37號,,,無,屋主: 蘇先生 (仲介勿擾),No,"冰箱, 洗衣機, 冷氣, 床, 衣櫃, 網路, 沙發, 桌椅",雅房,4坪,2F/5F,公寓,12455004,2022-04-25,⭐️藍線市政府站6分鐘⭐️5房2衛1廚1陽台⭐️對外窗雅房招租⭐️臨近永吉路30巷各式美食⭐️有代收垃圾⭐️低樓層【位置】信義區永吉路180巷66弄xx號【樓層】2樓(公寓）【格局】5房2衛1廚1陽台【坪數】36坪【租金】✅無窗雅房B(4坪)：8500元(內含WIFI、代收垃圾)【租期】半年，可加租金3個月【押金】兩個月【入住時間】隨時【設備】單人床組（可附）、內嵌式大衣櫃、冷氣、書桌（可附）、瓦斯爐、冰箱、洗衣機、雙人沙發【WIFI】租金內含【水電天然氣】: 台水台電皆依帳單（人頭均分）【代收垃圾】：有(400元租金內含)【抽煙】：NO【寵物】：NO【加分入住條件】：1.學生、上班族。2.兩周內可起租優先看房【人數】：每間最多可2人入住 ❣️ 房東人很好！歡迎愛惜房子愛乾淨的你～,0907-722-133,男女皆可,Taipei,yes
,🍊秒殺四房+車※可寵🍌〃大西門房屋,49000,53927,https://rent.591.com.tw/rent-detail-12413493.html,萬華區西園路一段,,,"4,927元/月",仲介: 劉先生 (收服務費),,"冰箱, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 2陽台, 平面車位",4房2廳2衛,35.75坪,12F/15F,電梯大樓,12413493,2022-04-25,"因為591的私訊時常收不到如有想預約賞屋的話可以先加我的line私訊我或直接打電話喔☆☆☆物件特色☆☆☆★鄰近萬華火車站,龍山寺捷運站,交通便利★萬華商圈在旁 生活機能一級棒 ★24H物業管理★屋主誠意出租======================================☆☆☆生活機能☆☆☆近西門町徒步區、西門捷運站、西門國小、各大小公園、萬華運動中心、台大醫院北護分院、中興醫院、聯合醫院、峨嵋停車場、洛陽停車場、電影街、誠品武昌店、誠品西門店、阿曼商業大樓、獅子林商業大樓、萬年商業大樓、新宿大樓、國賓戲院、秀泰影城、西寧市場、艋舺夜市、華西街觀光夜市、家樂福、各大連鎖店、小吃，應有盡有歡迎來電諮詢：0975-244-269(劉先生) ======================================經紀人證號:(97)北縣字第001601號 大西門房屋成都店 大新店資產管理股份有限公司地址:台北市萬華區成都路100-1號
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近龍山寺捷運站、萬華火車站。",0975-244-269,,Taipei,no
,後山埤站包第四台網路兩衛浴舒適雅房,9000,9000,https://rent.591.com.tw/rent-detail-12365099.html,南港區東新街89巷1弄22號,,,無,代理人: 游小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 沙發, 桌椅, 陽台",雅房,4.5坪,1F/4F,公寓,12365099,2022-04-25,"鄰近後山埤站的精品小窩來囉❤️安靜住宅區，採光極好☀️生活機能便利門外可停機車🛵•可大火快炒雙口瓦斯爐，讓您展現好手藝，室友們一起分享美食😋•兩間衛浴不用擔心排隊用廁所❤️•提供烘乾機，連日大雨也不用擔心衣服曬不乾❤️•客廳寬敞沙發坐著追劇最棒了《出租資訊📋》•地點：台北市南港區東新街，鄰近捷運站是後山埤站，走路約7-9分鐘•格局4房1廳2衛1廚房，採光通風都很好•房型：雅房共4間，3間招租中•樓層：1樓，免爬樓梯超棒der•租金：C Room $10800（大雅房）限時優惠9000元💰租金內含網路&第四台💰每房限住一人，多一人+1000最短租期：一年押金：2個月•其他費用：帳單share《室友介紹》A Room 💁🏻‍♀️上班族B Room 👩🏻上班族D Room 💁🏻‍♀️上班族《這裡適合怎樣的人》講究生活品質又樂於結交朋友的人喜歡烹飪希望鄰居單純、安靜住宅區的室友們生活機能良好，懶得煮附近小吃店、餐廳任你選7-11在附近，網購取貨超方便【聯絡方式】⚠️只接受Line預約⚠️Line：@mhg3424j （要加@唷！）約看前請先告知：1.預計入住時間（能兩週內起租優先看）2.是自己要住的嗎？3.職業4.貴姓&聯絡電話5.是否有共居經驗？祝福大家找到合適的住處與相處愉快的室友～
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。",0986-851-077轉1584951,限女生,Taipei,no
,鯨魚藍共生宅_近松江南京/中山站/可炊,10800,10800,https://rent.591.com.tw/rent-detail-12449167.html,中山區新生北路二段31巷,,,無,屋主: 邱先生 (仲介勿擾),Yes,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 網路, 天然瓦斯, 沙發, 桌椅",雅房,5坪,3F/5F,公寓,12449167,2022-04-25,"剩最後一間小雅房～【鯨魚藍共生居 - 松江南京/中山站】共居的精神，是分享。或許你找到的，不只是一個租屋處， 而是一輩子的朋友與家人。在台北的市中心，走路幾分鐘便能回到家，進門就能看見的藍色大鯨魚，讓你感覺下班後回歸自我的平靜。超好相處的室友，讓你回家不孤單～！不捨但也恭喜夥伴要往人生下一個階段邁進，希望你也能加入我們成為一份子！【超強地點】松江南京站步行7分鐘步行10分鐘到中山站商圈，散步到當代藝術館、光點走路6分鐘秀泰影城鬧中取靜 安靜巷弄步行1分鐘全家、3分鐘7-11走路2分鐘World Gym健身房被超多美食包圍，疫情期間不怕沒東西外帶回家吃！【超強格局與設備】全室電線換新，安全大加分每間房皆有對外窗，客廳採光通風極佳3樓公寓免爬高100M光纖網路+分享器，工作上網看劇超順暢穩定全新冰箱、洗衣機、家具、寢具天然瓦斯爐可開伙林內牌恆溫強排熱水器，冬天洗澡不怕忽冷忽熱雙人床、雙人衣櫃、高碳鋼彈簧床墊前後陽台都可曬衣【室友＆租金】Room A （已出租）懂得享受生活的辦公室內勤人員，下班後有許多的生活與興趣，如果要在台北找個地方待著，問他準沒錯！Room B ＄（已出租）一個客氣有禮貌細心的業務男生～Room C $ （已出租）一個安靜好相處的女孩～Room D 剛剛好雅房 －$10800空間不大，但也不會擁擠，適合東西不多的你～唯一小小缺點是，房間離洗衣機比較近，但可以跟室友協調洗衣服的時間不要太晚，避免打擾到作息喔～【地點】新生北路二段31巷【房型】4房1衛2陽台／家庭式公寓【樓層】3樓(沒電梯)【租金包含】網路費【額外雜支】 (水.電.瓦斯)依帳單與室友均分【租期】一年起 【押金】2個月【可入住日期】隨時【寵物】不可【吸煙】不可#嚴選室友 #一房一人#性別友善#共生公寓＊＊嚴選室友＊＊只選好室友，因此不只你挑房子，我也會了解你是否適合共居生活。.所以在預約看房時，請幫我回答下列問題，或私訊我索取Google表單填寫，幫助我更了解你唷！回答越清楚、完整，越有機會加入我們的「鯨魚藍 共生宅」唷！.一、請自我介紹（職業、興趣、任何可以幫助我了解你的事）二、是否有共居經驗？ （有的話可談談你共居的經驗、沒有的話可以描述你的期待）三、是否願意共同維持環境整潔？ （例如：是否願意撿起浴室的毛髮、順手洗起餐盤、不在公共區域堆放個人雜物）四、本房吸引你的點？五、對於哪一個房間更感興趣？六、搬家的原因七、方便看房的時間八、預計何時開始起租九、喜歡的話是否可以現場決定下定？十、關於本房，你最在意與關心的點，或任何疑問.為避免漏掉訊息，建議可以同時 1. 臉書訊息 2. 留言 最慢一天內一定會回覆，若沒回覆，肯定是漏訊息了！.＃松江南京站 #中山站 #鯨魚 #藍 #共生 #合租 #共居 #coliving #MH註：為避免漏訊，可同時傳臉書訊息、填寫表單留Line、表單內第二聯絡方式
本房屋近吉林國小公車站、松江南京捷運站。",0986-851-077轉1591734,男女皆可,Taipei,yes
,近西門紅樓、電梯大樓、台水台電,28000,30866,https://rent.591.com.tw/rent-detail-12471578.html,萬華區漢中街176號,密原素,,"2,866元/月",仲介: 何小姐 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 1陽台, 電梯",2房1廳1衛,28坪,13F/13F,電梯大樓,12471578,2022-04-25,"幸 福 久 久 窩  + 995 Home Rental House +給 您 人 生 最 幸 福 的 租 屋 體 驗房間設備傢俱－衣櫃、雙人床、茶几、沙發、桌子家電－冰箱、電視、冷氣、熱水器、洗衣機其他－第四台、網路、台水、台電交通環境交通－捷運西門站、西門紅樓便利－7-11、全家、小吃&飲料店林立環境－桂林家樂福專屬服務【安全. 舒適.貼心. 驚喜的幸福久久窩租屋服務】法律顧問/ 駐點維修/ APP智慧服務/ 完整客服團隊5種客服管道 X 48小時回覆預約看屋若騎車或帶看中漏接來電亦歡迎Line/簡訊聯繫久久窩租屋詢問度高且成交快速敬請來電預約免費帶看及諮詢服務，預約時間 AM11:00 ~ PM8:00( 週末也歡迎預約看屋，敬請提前一天來電預約 )∥ 富裕傳承管理顧問股份有限公司∥∥ 不動產經紀人 陳惠晴(104)桃市經字第001193號 ∥
本房屋近西門捷運站。",0906-776-096,男女皆可,Taipei,no
x,旺德美客§高樓景觀設計師裝潢§奢華大露台,130000,138427,https://rent.591.com.tw/rent-detail-12429628.html,士林區中正路212巷,長本觀邸,,"8,427元/月",仲介: 張先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 3陽台, 電梯, 機械車位",3房3廳2衛,73.85坪,9F/9F,電梯大樓,12429628,2022-04-25,"#5549【現況】頂樓樓中樓、兩個大露台【附近地標】士林捷運站、士林國小、福林國小、郭元益【交通】士林捷運站-步行約2分鐘【社區介紹】垃圾當棟、管理員旺德美客有限公司  Wonder  MakerExpat Housing, Commercial and Residential Property Rental 旺德美客對租屋的定義，並不只是幫您找到對的地方。因為對的地方，只是租屋的開始。但在旺德美客，我們要確保您從找房、入住、到退租的整個租屋期間，都擁有最佳體驗。因此，我們提供客製化的360度服務，幫您打理租屋前後的大小事。上至法律諮詢，下至水電維修，都交給我們吧！Wonder Maker is an agency that provides holistic rental services. From going through the right listings to replacing your water filter, we make sure each stage of your rental journey is well taken care of. For that a good rental experience starts from finding the right place, but does not end there.旺德美客企業承諾Our  Commitment:1.)透明公正的租屋資訊及價格，讓您安心篩選租屋條件。    Open information and transparency in listings and pricing to match     your needs.2.)負責、體貼的業務人員，確保您開心入住。    Responsible and attentive agents to find you the right place.3.)簽約後也不停止的售後服務，請您放心享受整個租期。    Guaranteed  after-sales  service to ensure long-term satisfaction    during your entire rental period.360度客製化服務 Our Services:        ·租屋顧問Rental  Consulting &  Hunting        ·法律諮詢Rental-Related  Legal Advice        ·專業物管Property  Management &  Maintenance         ·外語顧問Multilingual  Consulting Service        ·保證租後服務Guaranteed  After-Sales Service合作商家 Our Partners:我們在各個租屋相關的服務領域，都有長期合作的信任夥伴，其中包含：房屋檢修/搬家服務/專業清潔/室內設計/高品質家具/倉儲空間We also have a list of trusted partners from other housing related professions. Whether it\'s deco ideas or legal advice, we make sure you get help in time. Our partners include:· Cleaning Service /  Inspection & Repair Company / Moving & Storing Company / Interior Designer/  High  Quality Furniture  /  Law  Consultant旺德美客有限公司 WonderMaker租屋諮詢。專業委託出租。請來電：旺德美客—毛小姐For rental inquiries,  please  contact Jade at:Mobile:  0976-262-619Line ID : maoyu0516E-mail :wondermaker.jade@gmail.com經紀人：陳克維(101)新北經字第002589號【從帶看到簽約，本公司承諾給您最好的服務】【故本公司將於成交後，收取半個月服務費，且保證租約期內完善的售後服務】
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。
本房屋近捷運士林站公車站、福林橋公車站、士林捷運站。",0911-612-677,男女皆可,Taipei,no
,🌿超級稀有釋出可貓🌿條通商圈🌿,17000,18100,https://rent.591.com.tw/rent-detail-12428666.html,中山區林森北路119巷20號,,,"1,100元/月",仲介: 劉先生 (收服務費),,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 沙發, 桌椅",1房1廳1衛,6.61坪,4F/7F,電梯大樓,12428666,2022-04-25,✅稀有可貓✅挑高3米6✅超級稀有釋出  ✅戶數單純 🎊尋找兩週內可起租的房客🎊✨看房不收取任何費用✨成交收取半個月☄️專門中山、大同、萬華等租賃。👏🏼歡迎房東委託出租☎️0986805086 Jerry⭐️如電話未接煩請加LINE(line)LINE  ID jerry80501🇯🇵住宅賃貸の達人（家紹介で半月のサービス料を成功的に徴収する。）🇺🇸Housing Tenancy Service（Rental Agent Service fee we will charge 2 weeks rentas service fee upon signing thecontract）★有日本語、英文人員介紹諮詢（109）登字379405號東龍不動產~台北新生加盟店宜家行銷有限公司經紀人 （100）北市01799號,0986-805-086,,Taipei,no
,劍潭站獨立陽台兩房一廳通風採光佳傢俱電齊,25000,25000,https://rent.591.com.tw/rent-detail-12457392.html,士林區承德路四段3巷,,,無,仲介: 陳小姐 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 沙發, 桌椅, 1陽台",2房1廳1衛,12坪,5F/5F,公寓,12457392,2022-04-25,"◆ 兩房一廳格局，獨立使用陽台◆ 步行到劍潭捷運站約7分鐘◆ 備有流理台，如有電磁爐即可進行簡易炊事◆ 液晶電視、一對一分離式冷氣、電熱水器、洗衣機、雙門小冰箱、流理台、茶几、書桌椅、雙人沙發、雙人床組、衣櫥、餐桌椅、飲水機。◆ 獨立電表，電一度5元，每月抄錶計費◆ 水費、第四台和網路免費◆ 除應附之家具電設備外與掛畫外，其餘擺飾僅供美化現場，出租後不會留置現場◆ 禁養寵物◆ 確定承租收取半個月租金仲介費※ 看屋採預約制，請提早預約時間※ 線上問答恕不回覆，歡迎來電或加LINE詢問※ 忙碌中若未接請留LINE訊息或語音信箱【蘆邑物業管理顧問有限公司】 不動產經紀人：吳國祥 (91)北縣字第000586號
附近有便利商店、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近劍潭捷運站。",0922-824-108,男女皆可,Taipei,no
,中山國小@林蔭靜巷@質感裝潢@全包除電,11900,11900,https://rent.591.com.tw/rent-detail-12463528.html,中山區新生北路三段19巷,,,無,代理人: 沈小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,9.5坪,4F/4F,公寓,12463528,2022-04-25,"【四月特惠】照片同現況!稀有釋出!3日內入住優惠，租金含網路、第四台、水費(無管理費及清潔費；需專用垃圾袋，自行倒垃圾)公寓爬樓梯到4樓，禁煙、禁寵，有誠意看屋者，請帶訂金來看，謝謝。如因上班沒接到可傳簡訊至沈小姐新生北三段19巷-巷道漂亮，1樓有停車格，方便停機車。此棟租屋為邊間住宅，凸窗曬衣，靜巷安靜、採光及通風佳。5樓陽台備有公用洗衣機可使用。獨立電錶每度6元中山國小捷運約300公尺(步行約3~5分鐘)
附近有便利商店、公園綠地、學校、醫療機構、夜市。
本房屋近中山國小捷運站。",0989-447-839,男女皆可,Taipei,no
,幸福久久窩＊近新生公園，機能採光絕佳套房,13500,13500,https://rent.591.com.tw/rent-detail-12469874.html,中山區德惠街193巷,,,無,仲介: 卓先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌子",獨立套房,7坪,4F/4F,公寓,12469874,2022-04-25,"幸 福 久 久 窩  + 995 Home Rental House +給 您 人 生 最 幸 福 的 租 屋 體 驗房間設備 傢俱－衣櫃x2、茶几、沙發、雙人床、電視櫃、書桌、椅子家電－冰箱、LED 32吋電視、冷氣、黑金爐、洗衣機交通環境交通－新生公園、靠近國道一號便利－全家便利商店、˙7-11、松江商圈環境－新生公園籃球場專屬服務【安全. 舒適.貼心. 驚喜的幸福久久窩租屋服務】24小時保全/ 法律顧問/ 駐點維修/代收垃圾 APP智慧服務/ 驚喜活動回饋完整客服團隊，5種客服管道 X 48小時回覆預約看屋  若騎車或帶看中漏接來電，亦歡迎Line/簡訊聯繫久久窩租屋詢問度高且成交快速，敬請來電預約免費帶看及諮詢服務，預約時間 AM9:30 ~ PM 8:30 周末ok∥ 富裕傳承管理顧問股份有限公司∥∥ 不動產經紀人陳惠晴(104)桃市經字第001193號 ∥提供房東出租管理安心服務，歡迎來電詢問卓先生 Josh 0924081848 Line:0924081848重點備註:*近行天宮捷運站（走路10分鐘）*近新生公園（走路1分鐘）*廁所、房間皆有採光*近國道一號*代收垃圾*台北市中心，去哪都方便
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近新生公園公車站、行天宮捷運站。",0924-081-848,男女皆可,Taipei,no
,捷運松江南京2樓公寓,40000,40000,https://rent.591.com.tw/rent-detail-12361799.html,中山區長春路,,,無,仲介: 林小姐 (收服務費),No,冷氣,3房1廳2衛,32.58坪,2F/4F,公寓,12361799,2022-04-25,"🏆中信房屋台北吉林店🏆百分百團隊從1998.03.15成立至今已有24年以誠立信義中取利為宗旨《獨家介紹》📌正長春路上 📌近松江南京站 四平商圈📌公寓2樓 免爬高📌多線公車 交通便利看屋專線：0935-728-694 林小姐(100)年登字第183922號經紀人：林桂香(95)北縣字第001207號🏠👑👍🏠👑👍🏠👑👍🏠👑👍🏠👑👍更多適合您的精選物件盡在店補，歡迎搜尋﹝中信房屋台北吉林﹞
附近有便利商店、傳統市場、百貨公司。
本房屋近吉林國小公車站、松江南京捷運站。",0935-728-694,男女皆可,Taipei,no
,有窗戶可貓*文化東吳市立大學中山北德行東,11000,11000,https://rent.591.com.tw/rent-detail-12481415.html,士林區芝玉路二段20巷,,,無,屋主: 劉小姐 (仲介勿擾),Yes,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌子",獨立套房,8坪,B1/5F,公寓,12481415,2022-04-25,"電話沒接到可改撥0984002812，或加line 聯繫喔Line ID: 0919986309可以接受養貓養貓一隻加 $200/月非常抱歉狗狗不能喔我用心裝潢重金禮聘設計師，找一個惜屋的好房客，居住過程中，任何問題第一時間處理!!溫馨全新套房，讓您下班後有個休息的家~重新裝潢，歡迎參觀~~心動一: 大葉高島屋走路6分鐘，捷運芝山站騎車8分鐘，多線公車往北市。心動二: 生活機能超強，百貨公司、天母棒球場、銀行、商場、超商、餐館。心動三: 雙門衣櫃、雙人掀床(床底下可收納)，雅緻沙發，及全新打造飯店風格衛浴。心動四: 房內有窗戶(空氣流通)，提供網路、第四台、儲熱水器、冰箱。心動五: 電子密碼鎖，出門不用帶鑰匙。心動六: 洗衣機有冷風乾燥功能，可讓衣物先冷風吹乾喔。心動七: 房東我很好相處、嚴選房客，讓您住安心又舒服。特在此聲明: 1.謝絕吸菸者。 2.嚴禁賭博、吸毒拉K，違法的事一律報警，中止合約，沒收租押金。 3.看屋時請攜帶名片或公司識別證。以上限制只為了讓您有最美好的居家生活品質，敬請見諒~温馨且高品質的優質套房，提供您住的舒適、住的便利、住的幸福謝謝
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近芝山捷運站、明德捷運站、台北火車站。",0986-851-077轉1594368,男女皆可,Taipei,yes
