mark,title,price,price_adjusted,link,addr,社區,車位費,管理費,poster,養寵物,提供設備,格局,坪數,樓層,型態,id,fetched,desc,連絡電話,性別要求,城市,屋主自行刊登
,屋主自租，全新整修，三房一廳附家俱新埔捷,23800,23800,https://rent.591.com.tw/rent-detail-12397640.html,板橋區英士路40號,,,,屋主: 胡先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 網路, 沙發, 桌椅, 1陽台",3房1廳1衛,25坪,6F/6F,公寓,12397640,2022-04-25,"屋主自租，新埔捷運，免收仲介費.一卡皮箱即可入住！屋況良好，三間房間，一間廚房，一間廁所，全新整修！格局方正公寓六樓，清水模工業風廁所，整間房子，采光良好！有陽台可種花草，沒電梯，獨立電錶，按台電收費，生活機能方便，近新埔捷運站走路約十分鐘，附近有全聯商店、7-11、全家便利店、燦坤、四維公園、新北市立醫院、新埔國中及國小，板橋運動中心，近致理商專，對面有小北百貨，吃飯及買東西，都非常便利，三分鐘內可走到。三間房間都有獨立的床及獨立冷氣.每間房都有窗戶！還有免費獨立wifi可使用，謝絕短期租客。樓下有早餐店!社會宅仲介勿擾.
本房屋近新埔國小公車站、新埔國中公車站、新埔捷運站、板橋火車站。",0960-092-999,男女皆可,Taipei,yes
,雙捷三重站精品兩房拎包入住母親節優惠價,25888,25888,https://rent.591.com.tw/rent-detail-12457627.html,三重區環河南路254巷43號,中興名門,,無,屋主: 查先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",獨立套房,17坪,7F/7F,電梯大樓,12457627,2022-04-25,"【房型】精品兩房一廳一衛【坪數】16坪【樓層】7樓 (電梯)【生活機能】近傳統市場、便利商店、集美商圈、成功路商圈、三重運動中心、迪卡儂賣場，鄰近學校:雙語學校集美國小，新北高中、附近機能完善【交通便利】機場雙捷運三重 站(走路約10分鐘騎車約3分鐘)、開車七分鐘到西門町、開車七分鐘到台北車站。【套房設備】選用乾濕分離凱薩衛浴、獨立桶雙人彈簧床、廚房檯面進口人造石、實木進口傢俱、冷氣、冰箱、熱水器、東元洗衣機、東元液晶電視【套房特色】屋內寬敞明亮，採光好、包含水費，附第四台、無線Wi-Fi(網速:100M)、獨立電子門鎖安全性高、獨立儲值電表、公共設施安全監事管理消防設施、防火耐刮木質地板、隔音佳、大門選定防火硫化銅門，人身安全保障，讓您住的安心【特別備註】網路費及第四台需外加500元【嚴選房客】•不得聚賭、吸毒、嗑藥、酗酒、開趴、擾鄰、色情行業，一經發現立即報警處理並以違約論處理•不養寵物、釘釘子(­破壞牆面)、設置神明廳及燒香•入住者需經當地管區查詢有無被通緝或犯罪紀錄並流動管理登記為了提供您的居住品質及安全，敬請見諒，謝謝您的配合有意者洽電0918-989-993我們用一顆真誠的心，來歡迎您入住本溫馨商務套房
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。
本房屋近集美街口公車站、三重站捷運站、三重機捷站捷運站。",0918-989-993,男女皆可,Taipei,yes
,近捷運亞東醫院站.全新裝潢大套房,8000,8000,https://rent.591.com.tw/rent-detail-12397530.html,板橋區四川路二段130巷,,,無,屋主: 鄭小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅, 陽台",分租套房,6坪,5F/5F,公寓,12397530,2022-04-25,"「全新裝潢大套房」近捷運-亞東醫院站-亞東科技大學-新總圖#捷運亞東醫院 #板橋出租 #亞東科技大學 #新總圖 #捷運板南線「衣櫥＊書桌＊床頭櫃＊收納層板＊防火天花板」皆全新訂做完工「床＊電視機」全新【地區】新北市板橋區四川路二段【類型】公寓【出租房型】分租套房x1間 【身分限制】適合上班族【格局】格局方正採光良好【樓層】5F【坪數】6坪【租金】8,000元(租金含網路、第四台、水費，電費另計)【設備】✅全新彈簧床、全新電視。✅全新訂做大衣櫃、訂做床頭櫃、訂做書桌、訂做收納層板。✅ 超大浴室、冷氣、冰箱、洗衣機等，設備齊全，環境舒適。✅房內獨立電錶、衛浴、洗衣機。✅房內及公共空間天花板全新施工(防火矽酸鈣板材質)。✅交通便利步行6分鐘到達捷運亞東醫院站、全聯。✅下樓直達超市(美聯社、OK便利商店)另距離約200公尺處有7-11【押金】2個月【租約說明】押金二個月，最短租期一年，可隨時遷入。※免服務費、免仲介費※限住1人※禁寵物※禁吸菸※禁開伙歡迎來電預約看房！
附近有便利商店、傳統市場、公園綠地、學校、醫療機構、夜市。",0910-348-203,男女皆可,Taipei,yes
,板南線新埔站5分鐘;2樓,15000,15000,https://rent.591.com.tw/rent-detail-12449808.html,板橋區莒光路79號,,,無,屋主: 曾先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 沙發, 桌椅, 陽台",獨立套房,10坪,2F/4F,公寓,12449808,2022-04-25,"新埔站散步走５分鐘租女生或夫妻 限台籍　抱歉　上大夜班人士請繞路一人租，需要保證人;限無抽煙;無寵物; 租期一年，本間熱水使用天然瓦斯; 冬天洗澡 不斷熱水，獨立陽台;可簡易炊煮加熱食物45吋led 聯網電視變頻分離式冷氣聯絡時間：聯絡時間 平日 晚上7:00~10:00週末假日：早上9:00-晚上10:00連絡電話 0955628380  曾先生
附近有便利商店、公園綠地、學校。
本房屋近新埔捷運站、板橋火車站。",0986-851-077轉1592111,男女皆可,Taipei,yes
,板橋區步行2分鐘至江子翠捷運站分租套房,6500,6500,https://rent.591.com.tw/rent-detail-12449371.html,板橋區文化路二段225巷60弄14號,,,無,屋主: 莊小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 桌椅",分租套房,5坪,3F/3F,公寓,12449371,2022-04-25,"1.交通便利:步行2分鐘即可至江子翠捷運站。2.環境清幽、單純乾淨。3.限租單身女性(租金6,500元)。
附近有便利商店、傳統市場、公園綠地、學校。
本房屋近江子翠捷運站捷運站。",0935-172-793,限女生,Taipei,yes
,電梯空間出租，私有陽台，Loft設計風格,16000,16000,https://rent.591.com.tw/rent-detail-12358532.html,中和區員山路581巷,員山路大樓,,無,屋主: 鐘小姐 (仲介勿擾),No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 網路, 沙發, 桌椅, 電梯",獨立套房,10坪,5F/6F,電梯大樓,12358532,2022-04-25,"║電梯空間出租，私有陽台，Loft設計風格║獨立私有陽台，曬衣空間寬敞，可種植喜愛的花草，生活更綠意盎然。室內採光明亮、窗外視野寬廣、特選北歐風SPC石塑地板，生活溫暖有質感！方正空間出租，夾層空間靈活運用，做自己的生活設計師！租金┃租期一年：17,000元。租期兩年：16,000元/月。含水費、wifi。電費┃5元/度樓層┃5樓，有電梯。坪數┃10坪內裝┃獨立陽台、空調、雙門冰箱、雙人床、洗衣機、衛浴獨立抽風設備、流理台。安全┃金屬玄關門、密碼鎖、公共空間監視器、煙霧偵測器、滅火器、安全指示燈環境┃5分鐘步行至環球購物中心，街口有便利商店、Ubike，附近有家樂福。介於中和與板橋交界，環境清幽、生活機能便利。備註┃ 整樓層禁菸。
附近有便利商店、傳統市場、百貨公司、公園綠地、夜市。
本房屋近橘5、藍18、982公車站、板新站捷運站、中原站捷運站。",0987-871-360,男女皆可,Taipei,yes
,台北橋捷運站正義北路兩房一廳一衛,23000,23000,https://rent.591.com.tw/rent-detail-12409655.html,三重區正義北路33巷,,,無,屋主: 紀小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅",2房1廳1衛,10坪,3F/5F,公寓,12409655,2022-04-25,"傢具家電齊全(電視，冰箱，洗衣機，冷氣，第四台，烘碗機，電磁爐，電熱水器，除濕機，咖啡機)交通便利距離台北橋捷運站很近，公車站牌很多鄰近商圈，美食，麥當勞，生活機能很好原價月租25000元，特優月租23000元租金含水費/網路費/第四台隨時入住房仲勿擾
附近有便利商店、夜市。",0975-340-502,男女皆可,Taipei,yes
,"電梯大樓3+1房,捷運板新站走路3分鐘",32000,33770,https://rent.591.com.tw/rent-detail-12448695.html,板橋區板新路,,,"1,770元/月",屋主: 張小姐,No,"冷氣, 熱水器, 衣櫃, 天然瓦斯, 1陽台, 電梯",4房2廳2衛,44.7坪,6F/12F,電梯大樓,12448695,2022-04-25,"［環境優良乾淨］3+1房2衛浴，重新粉刷牆壁，全新瓦斯爐及流理臺，房間皆有對外窗，通風採光良好，有獨立陽台，方便洗衣曬衣。社區大樓管理，有垃圾集中區，不用追垃圾車，大樓管理員可代收信件包裹，水電費依台電台水收費標準，不會多收額外的費用。［交通方便］離捷運環狀線板新站步行3分鐘，近四鐵共構的板橋車站，周圍也有方便的公車交通網。［四周生活機能方便］近埔墘興隆市場、大遠百，近學區埔墘國小，海山國中，周圍遍佈早餐店、美食，大賣場等，走路5分鐘可到民生公園及圖書館。［附註］可開伙不可養寵物歡迎預約看屋，請洽張小姐0932053061市話（02)29548317
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。
本房屋近捷運板新站， 中山路公車站、環狀板新捷運站、板橋火車站。",0932-053-061,男女皆可,Taipei,yes
,水泥隔間採光佳近小7捷運公車站,8000,8000,https://rent.591.com.tw/rent-detail-12471191.html,三重區新北大道一段,,,,屋主: 林先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 桌椅",分租套房,7坪,2F/4F,公寓,12471191,2022-04-25,"1.採光佳，房間浴廁皆有整面對外窗，水泥隔間。2.走路一分鐘可達7-11、全家，走路5分鐘之內可達八方雲集、KURA壽司、麥當勞、PIZZA HOT、爭鮮、星巴克。3.步行10分鐘到捷運菜寮站，步行1分鐘到公車站/公車一站到北車。4.專人清潔公共區域，協助倒垃圾，頂樓陽台有遮雨曬衣空間。5.步行3分鐘到運動公園，騎車3分鐘到三重運動中心/成吉思汗
附近有便利商店、傳統市場、公園綠地、醫療機構、學校、夜市。",0986-851-077轉1593541,男女皆可,Taipei,yes
,晴灣全新三房出租,21000,23500,https://rent.591.com.tw/rent-detail-12488867.html,八里區忠孝路,晴灣,,"2,500元/月",仲介: 張先生 (收服務費),,"熱水器, 2陽台, 電梯",3房2廳2衛,26.05坪,12F/14F,電梯大樓,12488867,2022-04-25,附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。,0981-975-716,,Taipei,no
,精美飯店式套房(近輔大捷運站),6500,6500,https://rent.591.com.tw/rent-detail-12471374.html,新莊區中正路,,,無,屋主: 簡先生 (仲介勿擾),Yes,"冰箱, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,4坪,3F/3F,透天厝,12471374,2022-04-25,"全新完工獨棟套房全新完工，全新感受位處新莊精華地段，鄰近輔大捷運站，到台北、板橋、五股等地皆花取您最少的時間，讓您不需花費太多時間在交通上對外窗採光與通風絕佳一律採用頂級氣密窗奇美32吋液晶電視設備:水泥牆隔間私密性佳、硫化銅門、奈米釉面石英磚、電熱水器，高級雙人床，衣櫃，分離式冷氣，冰箱，32吋液晶電視，書桌椅第四台數位機上盒，網路(一間一數據機,不受他戶影響)採用頂級凱撒(CAESAR)衛浴設備歡迎來電預約看屋 0939699860 簡先生",0939-699-860,男女皆可,Taipei,yes
,府中捷運約4分鐘全新裝潢免仲介費,11000,11000,https://rent.591.com.tw/rent-detail-12398463.html,板橋區南雅南路一段1巷,,,,代理人: 徐小姐,Yes,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 椅子",分租套房,8坪,2F/5F,公寓,12398463,2022-04-25,"免整理  獨立廁所   全新裝潢整理附電視  床組  冰箱  大晶變頻省電冷氣  網路 第四台須有穩定收入 正常工作  住戶單純府中運站套房~走路約300公尺~免整理  食衣住行皆方便府中捷運站~全新裝潢~整理獨棟透天分租套房~免仲介服務費【地點】新北市板橋區南雅南路一段（距府中捷運站300公尺）【房型】分租套房【格局】1房1衛，約6-14坪 【租金】8000-14000元(含第四台、網路費、)【約期】短租請電話聯絡和私訊詳談【押金】2個月【樓層】2-5樓【設備】 一樓全新洗衣機.烘乾機 大晶變頻省電冷氣丶冰箱、雙人床、書桌椅丶衛浴設備、公用洗衣機、網路等【環境】✔️距離捷運府中站3分鐘。✔️走路1分鐘是各樣商店、美食鄰近南雅夜市。✔️走路1分鐘有全家超商、7-11、寶雅生活百貨、市場。✔️走路3分鐘有府中捷運,南雅夜市、市場、寶雅生活機能很方便。【特色】✔️全新裝潢整理✔️對外窗採光一流、靜巷不吵一樓有全新的投幣式洗衣機、烘乾機、生活品質優定期專業人員維護清潔環境【對象】上班族、穩定工作者。學生【注意事項】1.可養寵物(需安靜,清潔,以不打擾住戶安寧)【意者歡迎私訊，謝謝】可直接加入LINE的ID電話聯絡~0966256368私LINE~0981-003-241或直接來電預約看屋徐小姐一樓附設專業高端  洗衣機 烘乾機  生活好便利  連鎖商家林立、人潮洶湧，多元化的特色能使其擁有獨特魅力，連鎖商家林立，生活好便利附近環境佳， 巷道安靜   生活機能佳，食衣住行皆方便          採光通風佳 全新整理  附近連鎖商家林立、全家7-11     鄰近家樂福 南雅夜市 生活好便利近府中捷運站約300公尺 全新獨棟透天套房出租24H小時磁釦進出 飯店式管理 有 專人清潔整理 維護住戶環境 生活品質高誠意誠租  誠意出租     歡迎喜歡來電看屋 要租要快    歡迎來電恰詢0981-003-241徐小姐要租要快    歡迎來電恰詢0981-003-241徐小姐
附近有便利商店、傳統市場、百貨公司、公園綠地、醫療機構、學校、夜市。
本房屋近府中捷運站、板橋火車站。",0966-256-368,男女皆可,Taipei,no
,(新板特區地段好設備佳超優質),8600,8600,https://rent.591.com.tw/rent-detail-12433906.html,板橋區民安街,,,無,屋主: 張先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅",獨立套房,7坪,5F/5F,公寓,12433906,2022-04-25,"您只是想找一個棲身之處，還是一個住的舒適，高品質且價格合理的環境?(屋主的用心，您一定感受得到)您現在看到的絕對是超值與眾不同!讓您輕鬆入住新板特區高級地段!1.地點優越(來看就知道):新北市政府新大樓正對面，四鐵共購，捷運板橋站3分鐘，公車站牌1分鐘，放眼四周都是豪宅林立，萬坪運動場，遠東百貨，大遠百Shopping Mall，SOGO百貨、遠東愛買，華納威秀影城，小吃餐廳林立等，位於新板特區中心點，是一個適合居住的美好空間 2.全新百萬飯店式溫馨套房(絕非一般套房可比):高級防火門，飯店式氣氛走廊，間接照明設計，拋光石英磚，且採光通風超好 3.套房私人配備(屋主的用心一定感受的到)：窗戶皆為隔音氣密窗，獨立個人曬衣場，浴室貼高檔仿大理石磚，採用高級凱撒衛浴設備，房間地坪貼高級拋光石英磚 ，內附全新分離式冷氣，冰箱，洗衣機，電話，第四台，液晶電視，高速光纖網路(每月至少幫您省1500元)，多功能書桌，大衣櫃，萬元獨立筒雙人大床+雙人大油壓式儲物掀床，床下可當儲藏室，雜物免煩惱 4.頂樓大型公共空間(租7坪可使用30幾坪超划算)：視野極佳，可欣賞板橋運動場及附近高樓豪宅美景 5.最優質管理(住的最安心)： 專人打掃公共區域，室內禁菸，禁養寵物，無炊，適合喜愛乾淨的單純、優質中高階主管及上班族，為您的居住品質把關，房客有過濾，皆為正職人士(需提供證件)，讓您住的安心特別歡迎正職上班人士入住!好的房子難尋，有良心的房東更難找，機會難得，心動不如馬上行動，誠意看屋請先預約喔!(拜託仲介勿擾)請立即來電
附近有便利商店、百貨公司、公園綠地、學校。",0986-851-077轉1590287,男女皆可,Taipei,yes
,近江子翠捷運站精美雅房出租,5000,5000,https://rent.591.com.tw/rent-detail-12410082.html,板橋區文聖街135巷14號,,,,屋主: 陳小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 桌椅, 陽台",雅房,8坪,頂層加蓋/5F,公寓,12410082,2022-04-25,"近捷運方便上下班 上學 通勤  附近有懷德街夜市 市場可供方便購買飲食  外面巷口步行5分鐘約有4家便利商店  附近有音樂公園綠地可供散步  巷口對面即為文聖國小  有冷氣  冰箱  梳妝台  書桌組  木質衣櫃兩個 共用洗衣機 熱水器  有前後陽台 鞋櫃 後陽台很大可供曬衣  有獨立對外窗  有小電視  房間內有網路孔  無線網路  雙人床 可供使用  有獨立電表 電費依電錶計費 平常時間每度5元  夏季6.7.8.9月因台電夏季電費計費原因每度6元
附近有便利商店、傳統市場、公園綠地、學校、夜市。
本房屋近263公車站、310公車站、江子翠捷運站、板橋火車站。",0986-851-077轉1588594,限女生,Taipei,yes
,中和華中橋近大潤發捷運中和站套房採光佳,7000,7000,https://rent.591.com.tw/rent-detail-12410177.html,中和區永和路,,,,屋主: 蔡先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路",獨立套房,4.5坪,6F/6F,公寓,12410177,2022-04-25,"公寓套房出租歡迎有穩定工作上班族單人套房房間有窗戶不適合學生不適合未成年勿養寵物禁止吸煙聯絡人：蔡先生聯絡方式：0955-779-780性別限制：無租屋地址：新北市中和區永和路租屋樓層：6鄰近交通：鄰近華中橋頭，走路至公車站約4分鐘，307班次多超方便，公車一站即到台北市區，走路至環狀線捷運華中橋站僅6分鐘生活機能：近多間超商與全聯、大潤發、家樂福、好市多，旁邊就是堤外可運動打球，生活機能佳 租屋押金：2個月
附近有便利商店、傳統市場、百貨公司、公園綠地、醫療機構、學校、夜市。",0955-779-780,男女皆可,Taipei,yes
,"獨立陽台,能方便,有捷運,公車,離公館近",7200,7200,https://rent.591.com.tw/rent-detail-12458330.html,永和區中正路283巷,,,無,屋主: 許先生 (仲介勿擾),No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 網路, 桌子, 陽台",分租套房,5坪,3F/4F,公寓,12458330,2022-04-25,"中正路巷內,鬧中取靜,交通方便生活機能好,近智光商圈. 路程5分鐘可到達四號公園及中央圖書館
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近得和路公車站、中興新村公車站、永安市場捷運站。",0972-292-939,限女生,Taipei,yes
,府中捷運約4分鐘全新裝潢免仲介費,9500,9500,https://rent.591.com.tw/rent-detail-12398489.html,板橋區南雅南路一段1巷,,,,代理人: 徐小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌子",分租套房,6坪,4F/5F,公寓,12398489,2022-04-25,"免整理  獨立廁所   全新裝潢整理附電視  床組  冰箱  大晶變頻省電冷氣  網路 第四台須有穩定收入 正常工作  住戶單純府中運站套房~走路約300公尺~免整理  食衣住行皆方便府中捷運站~全新裝潢~整理獨棟透天分租套房~免仲介服務費【地點】新北市板橋區南雅南路一段（距府中捷運站300公尺）【房型】分租套房【格局】1房1衛，約6-14坪 【租金】8000-14000元(含第四台、網路費、)【約期】短租請電話聯絡和私訊詳談【押金】2個月【樓層】2-5樓【設備】 一樓全新洗衣機.烘乾機 大晶變頻省電冷氣丶冰箱、雙人床、書桌椅丶衛浴設備、公用洗衣機、網路等【環境】✔️距離捷運府中站3分鐘。✔️走路1分鐘是各樣商店、美食鄰近南雅夜市。✔️走路1分鐘有全家超商、7-11、寶雅生活百貨、市場。✔️走路3分鐘有府中捷運,南雅夜市、市場、寶雅生活機能很方便。【特色】✔️全新裝潢整理✔️對外窗採光一流、靜巷不吵一樓有全新的投幣式洗衣機、烘乾機、生活品質優定期專業人員維護清潔環境【對象】上班族、穩定工作者。學生【注意事項】1.可養寵物(需安靜,清潔,以不打擾住戶安寧)【意者歡迎私訊，謝謝】可直接加入LINE的ID電話聯絡~0981-003-241私LINE~0981-003-241或直接來電預約看屋徐小姐一樓附設專業高端  洗衣機 烘乾機  生活好便利  連鎖商家林立、人潮洶湧，多元化的特色能使其擁有獨特魅力，連鎖商家林立，生活好便利附近環境佳， 巷道安靜   生活機能佳，食衣住行皆方便          採光通風佳 全新整理  附近連鎖商家林立、全家7-11     鄰近家樂福 南雅夜市 生活好便利近府中捷運站約300公尺 全新獨棟透天套房出租24H小時磁釦進出 飯店式管理 有 專人清潔整理 維護住戶環境 生活品質高誠意誠租  誠意出租     歡迎喜歡來電看屋
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。
本房屋近府中捷運站。",0981-003-241,男女皆可,Taipei,no
,鳳鳴重劃直接入住全新2房車附家具含管,21000,21000,https://rent.591.com.tw/rent-detail-12393637.html,鶯歌區鳳鳴路,微笑海悅,,,仲介: 陳先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 1陽台, 電梯, 平面車位",2房2廳1衛,26坪,12F/13F,電梯大樓,12393637,2022-04-25,"全新未住家俱家電全新未使用過如果妳租到這間房子你就是第一個使用全新傢俱的租客你只要帶換洗衣物你就可以馬上直接入住有寵物的朋友，只要你的寵物不會破壞傢俱和裝潢，屋主可以接受寵物同住附全套傢俱,冷氣,滾筒洗衣機,冰箱,熱水器,床組,電視等但不能吸菸
附近有便利商店、傳統市場、公園綠地、學校。",0978-144-588,男女皆可,Taipei,no
,全國~珮心專約-都心國苑,35000,37500,https://rent.591.com.tw/rent-detail-12436466.html,新莊區思源路507號,都心國苑,費用另計,無,仲介: 陳小姐 (收服務費),No,"冷氣, 熱水器, 天然瓦斯, 1陽台, 電梯, 平面車位",3房2廳2衛,28.35坪,12F/14F,電梯大樓,12436466,2022-04-25,"【您好，我是珮心】【歡迎屋主來電委託】【買賣、租賃】【手機、LINE ID :0975-861-907】【深耕新莊重劃區10年、專注本業、完美服務】【倘若您對不動產有任何疑問，竭誠歡迎您來電指教詢問】【我們希望當您的專屬房產顧問】歡迎聯繫洽詢、免費看屋全國不動產新莊頭前加盟店營業員:(98)登字第133011號經紀人:羅日(98)北縣字第001946號◎歡迎同行前輩一起介紹位於熱鬧學區商圈，鄰近公車站站，周邊商家林立24小時管理社區，三面採光通風佳，格局方正高樓層視野寬廣，前後陽台設計，通風冬暖夏涼屋主聲明：謝絕合租、以家庭客戶為主      →歡迎來電預約看屋←
附近有便利商店、百貨公司、公園綠地、學校、醫療機構。
本房屋近思源路多線公車公車站、中原路多線公車公車站、環狀線幸福站捷運站、機場線新北站捷運站。",0975-861-907,男女皆可,Taipei,no
,近景安捷運站,8000,8000,https://rent.591.com.tw/rent-detail-12410221.html,中和區景安路,,,無,屋主: 林先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅, 陽台",分租套房,6坪,4F/4F,公寓,12410221,2022-04-25,"一咖皮箱入住
附近有便利商店、傳統市場。",0986-851-077轉1588868,男女皆可,Taipei,yes
,全新裝潢-海山雅緻園-海山捷運站3分鐘,7500,7500,https://rent.591.com.tw/rent-detail-12389934.html,土城區裕生路66巷,,,,代理人: 王小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",分租套房,5坪,6F/6F,公寓,12389934,2022-04-25,"『雅緻園套房系列』-海山雅緻園就是給您時尚、溫馨、優質、安全的生活空間，園主以過來人的角度，瞭解租屋人的心境，特地為在外租屋打拼的您，建造了租金平實的美學空間、交通便利、環境超優、生活機能面面俱到的溫馨園地，竭誠歡迎務實良善的您，加入我們的大家庭，希望它日成就的您能記得雅緻園的好，這是園主最大的期許。Welcome！特色介紹：★ 真正海山捷運站3號出口步行三分鐘。★ 名師設計時尚溫馨雙人套房，戶戶皆有採光窗。★ 高級硫化銅門悠遊卡門禁系統一卡通行，完全不用帶鑰匙。★ 輕質防火隔音牆和木地板與天花板，安全及隱私不外洩。★ 太陽能真空管＋儲熱式電熱爐雙系統，環保節能、熱水不斷。★ 獨立洗衣房，雙機洗衣超方便。★ RO逆滲透飲水機，健康喝水不用錢。★ 每戶獨立安全帽信箱櫃，為您貼心小設計。★ 120M光世代網路，無線雙基地台收訊無死角。★ 24H錄影監控設備，讓您出入有保障。★ 依台電收費標準，由出租人執行代收代付之服務     每戶獨立電錶之電費，收費方式為，每度5元。每戶房內設備：32吋HDMI高彩液晶電視、分離式冷氣機、95公升東元小冰箱、621圈獨立筒抗菌床墊、上掀式雙人床組、檯燈、書桌、時尚椅、系統衣櫃、系統鞋櫃、沈穩灰潔白浴室、昇降式蓮蓬組、獨立曬衣空間。環境交通說明：海山捷運站3號出口步行3分鐘、位於樂利國小正對面，裕生黃昏市場與土城市最熱鬧的裕民路小吃商圈，附近公車路線有656、625、705、810、812、藍2、藍17、藍40、藍41、大有巴士等，附近地標有亞東醫院、廣川醫院、亞東技術學院、德霖技術學院、海山高工、地方法院、郵局、銀行、全聯社、B&Q特力屋、家樂福、85℃、麥當勞、肯德基、頂好超市、海山運動公園、土城工業區、亞東資訊園區，連接板橋、樹林、新莊超便捷....!請注意租金每月7500元不含有線電視、網路費、電費!$有線電視原每月200元、網路費每月100元需另計$『雅緻園系列』位於土城市票選食、衣、住、行、育樂、生活機能、交通最方便區域，園主竭誠歡迎有正職工作，不抽煙，無飼養寵物、無不良嗜好的房客，只要提出在職證明，房租租金每月優惠300元。◎即將推出（金城雅緻園）位於土城區土城捷運站2號出口步行三分鐘，（亞東雅緻園）位於新北市亞東捷運站步行八分鐘，請於591租屋網搜尋（亞東雅緻園）。
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。
本房屋近656、625公車站、705、810公車站、藍41、大有巴士公車站、海山捷運站、板橋火車站。",0988-850-119,男女皆可,Taipei,no
,三重國小捷運巷口公車站夜市生活機能佳,10000,10000,https://rent.591.com.tw/rent-detail-12390063.html,三重區長壽街33巷,,,無,屋主: 曾先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 桌椅",獨立套房,7坪,3F/4F,公寓,12390063,2022-04-25,"近三和夜市 三重國小捷運站 長生街口 長泰派出所公車站一層兩戶 磚牆隔間 對外窗光線明亮 生活舒適走廊監視器 保障房客安全 獨立洗衣機 屋主自有機車位家電家具齊全 周邊生活機能佳 三和夜市 超商 小吃餐廳生活百貨 醫療機構 派出所 食衣住行生活便利巷口多線公車225 226 274 539等 交通四通八達六分鐘到三重國小捷運站 公共運輸十分便利電費按獨立電表計算歡迎不抽菸 無寵物愛乾淨房客入住
附近有便利商店、傳統市場、學校、醫療機構、夜市。
本房屋近長泰派出所公車站、長生街口公車站、三重國小捷運站。",0974-183-502,限女生,Taipei,yes
,英專路分租大套房,7500,7500,https://rent.591.com.tw/rent-detail-12434952.html,淡水區仁愛街2巷,,,,屋主: 簡先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅",分租套房,7坪,2F/4F,公寓,12434952,2022-04-25,"仁愛街大套房租金包含公共電費.水費.網路.第四台每間都有獨立WIFI 不吃別人頻寬附贈物品一應具全看屋請提前預約時間  恕不接受臨時來電看屋0975-722-676 簡先生
附近有便利商店、傳統市場、百貨公司、公園綠地、學校。",0975-722-676,男女皆可,Taipei,yes
